label,z,x,y,area,mean_intensity_0,mean_intensity_1,mean_intensity_2,mean_intensity_3,cell_type,color,legend
908,6.0,502.0,97.0,1072.0,1352.6902985074628,42.065298507462686,41.932835820895534,270.26212686567163,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
909,9.0,501.0,607.0,4823.0,959.7426912709932,85.68090400165872,102.26124818577648,180.70308936346672,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
910,8.0,500.0,695.0,1213.0,1737.6092333058532,66.03874690849135,55.00164880461665,370.2192910140149,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
911,2.0,504.0,474.0,643.0,1638.5505443234836,52.14463452566096,41.81181959564541,323.23639191290823,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
912,6.0,507.0,192.0,3725.0,667.3726174496644,54.18255033557047,50.38845637583893,147.21906040268456,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
913,1.0,506.0,225.0,770.0,887.1948051948053,49.48311688311689,54.432467532467534,149.05844155844156,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
914,3.0,508.0,377.0,1713.0,816.3561004086397,48.784004670169296,44.63631056625802,117.697606538237,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
915,0.0,502.0,819.0,107.0,1603.2616822429916,53.41121495327103,56.943925233644855,384.00934579439246,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
916,2.0,507.0,744.0,798.0,1515.1842105263156,56.65914786967418,63.58897243107769,278.5062656641604,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
917,5.0,511.0,836.0,2972.0,945.0807537012113,54.5292732166891,47.14502018842529,168.72644683714668,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
918,9.0,501.0,499.0,3290.0,1502.581762917933,50.47173252279635,69.97325227963526,380.88206686930084,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
919,1.0,511.0,888.0,461.0,834.7765726681127,519.9566160520608,182.54013015184373,124.59219088937091,2,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)",2
920,4.0,508.0,112.0,752.0,1885.3071808510642,52.86037234042554,88.72074468085106,171.55053191489358,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
921,5.0,510.0,460.0,2067.0,1056.4818577648766,41.47411707789066,41.41122399612966,236.68553459119497,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
922,0.0,508.0,538.0,216.0,935.0509259259261,77.0324074074074,243.0555555555556,148.74074074074068,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
923,1.0,510.0,1.0,176.0,1215.0738636363635,42.95454545454545,44.52272727272727,395.7556818181818,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
924,1.0,509.0,437.0,404.0,2113.75,49.98267326732672,78.02227722772277,178.61881188118812,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
926,4.0,513.0,140.0,1492.0,1228.2774798927614,46.30630026809651,74.86394101876675,415.80495978552284,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
927,8.0,515.0,818.0,2965.0,1656.6472175379429,60.986172006745356,44.6779089376054,272.0360876897133,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
928,7.0,520.0,901.0,3764.0,1154.8190754516472,587.0887353878853,186.10998937300744,113.74867162592984,2,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)",2
929,5.0,515.0,15.0,1397.0,1030.5798138869004,38.72727272727273,92.97637795275593,294.9527559055118,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
930,6.0,512.0,89.0,666.0,1373.5015015015015,41.0045045045045,42.1021021021021,235.92342342342343,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
931,8.0,512.0,339.0,1684.0,1431.4821852731588,50.26543942992874,48.03384798099763,339.2779097387173,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
932,4.0,515.0,708.0,1323.0,1397.6523053665908,50.300831443688594,47.47467876039305,331.23658352229785,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
934,5.0,517.0,241.0,2556.0,910.9201877934273,51.43075117370893,65.27151799687012,184.85446009389668,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
935,4.0,519.0,266.0,1594.0,1039.8513174404015,41.111668757841905,49.3538268506901,92.46047678795485,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
936,6.0,517.0,666.0,1569.0,1703.9853409815164,62.09623964308477,45.78330146590185,399.251115360102,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
937,2.0,517.0,73.0,731.0,1348.4432284541724,42.9124487004104,44.388508891928865,366.2366621067032,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
938,6.0,519.0,482.0,3005.0,1512.3407653910147,54.191680532445915,48.58668885191348,373.0735440931781,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
939,5.0,518.0,124.0,1634.0,807.376376988984,46.78947368421053,99.17564259485924,178.2215422276622,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
940,2.0,520.0,283.0,695.0,925.3625899280576,45.866187050359706,45.332374100719434,98.64028776978417,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
941,4.0,519.0,734.0,1000.0,1511.189,63.375,107.325,278.063,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
943,1.0,519.0,427.0,442.0,1751.7828054298645,53.73303167420814,147.0180995475113,223.94343891402713,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
944,3.0,525.0,842.0,731.0,1077.9329685362518,52.99042407660739,138.43775649794802,139.25581395348834,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
945,3.0,521.0,58.0,848.0,1296.0224056603774,45.081367924528294,45.82547169811321,379.9433962264151,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
946,0.0,520.0,790.0,58.0,978.396551724138,81.01724137931033,68.8103448275862,132.20689655172413,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
947,1.0,523.0,147.0,258.0,1257.7325581395348,56.12015503875969,43.14728682170543,412.2945736434109,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
948,2.0,524.0,646.0,1027.0,1331.9337877312562,55.278481012658226,46.52580331061344,349.45277507302825,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
949,2.0,525.0,108.0,587.0,1090.2197614991485,40.24361158432709,122.68994889267462,355.5144804088586,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
950,7.0,525.0,212.0,3239.0,1140.4572398888545,45.22445199135536,48.50941648656993,360.7017598024082,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
951,3.0,526.0,519.0,1309.0,1292.9663865546215,48.414820473644006,39.31168831168832,304.5607333842628,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
952,2.0,524.0,686.0,825.0,1425.8181818181818,55.72606060606061,39.08242424242425,241.73454545454547,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
953,2.0,524.0,341.0,498.0,2117.1726907630523,52.02610441767068,116.1004016064257,183.20682730923699,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
954,1.0,526.0,192.0,535.0,1108.0728971962617,60.53271028037384,56.345794392523366,253.24672897196263,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
955,6.0,527.0,622.0,1601.0,1468.7970018738288,60.93254216114929,54.19113054341037,412.39912554653336,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
956,0.0,526.0,457.0,204.0,1431.279411764706,43.57843137254902,43.24509803921568,242.32352941176467,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
958,8.0,522.0,587.0,1871.0,1306.8401924104758,48.96365579903793,65.19241047568146,405.148049171566,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
959,11.0,526.0,158.0,7507.0,636.0054615692021,48.51725056613828,49.67550286399361,184.8603969628347,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
961,4.0,535.0,300.0,2169.0,901.5338865836792,129.23005993545414,338.8907330567081,140.88796680497924,3,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)",3
962,8.0,530.0,539.0,1723.0,1389.999419616947,49.28032501450959,44.44457341845618,404.3784097504353,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
963,7.0,531.0,13.0,1494.0,1328.6131191432394,43.545515394912975,70.26171352074968,336.9290495314592,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
964,4.0,533.0,131.0,1445.0,1029.318339100346,46.31833910034602,49.935640138408296,318.70657439446364,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
965,3.0,535.0,263.0,1739.0,1055.4450833812537,45.49971247843588,49.344450833812544,93.654399079931,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
966,3.0,529.0,274.0,73.0,875.6301369863014,43.49315068493151,53.24657534246575,94.1917808219178,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
967,4.0,532.0,666.0,2185.0,745.8924485125857,59.11304347826087,48.64759725400457,140.20961098398172,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
968,3.0,535.0,467.0,1221.0,1590.2981162981164,55.95986895986896,47.3054873054873,286.7747747747748,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
969,11.0,527.0,608.0,4973.0,619.0965212145586,52.989342449225816,50.4252966016489,132.67042026945506,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
970,3.0,533.0,696.0,591.0,1515.9543147208121,60.38409475465313,43.71065989847715,285.89001692047384,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
971,7.0,537.0,754.0,1672.0,1519.1704545454545,58.23444976076554,108.13815789473685,400.4742822966507,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
972,3.0,537.0,779.0,1565.0,1713.2178913738019,58.67284345047924,59.26070287539936,229.61725239616607,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
973,4.0,536.0,823.0,1431.0,1007.5569531795944,77.12858141160028,148.8176100628931,151.81062194269742,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
974,2.0,538.0,116.0,875.0,859.0331428571428,39.47885714285713,57.380571428571436,230.576,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
975,1.0,537.0,283.0,614.0,989.6563517915307,50.679153094462535,52.00814332247557,99.62703583061892,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
976,1.0,535.0,714.0,342.0,1852.8157894736842,57.192982456140356,277.5204678362573,296.7426900584795,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
977,1.0,536.0,66.0,319.0,1172.476489028213,39.01567398119122,46.41692789968653,217.59561128526641,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
978,5.0,536.0,99.0,1210.0,1357.2206611570248,42.30082644628099,97.14049586776859,356.5223140495868,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
979,3.0,538.0,364.0,1874.0,1282.2742796157952,559.9962646744931,285.6093916755603,154.3623265741729,2,"(0.7450980392156863, 0.7294117647058823, 0.8549019607843137, 1.0)",2
980,3.0,533.0,432.0,136.0,1099.0220588235297,65.36764705882354,122.88235294117644,109.08088235294115,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
981,3.0,537.0,551.0,645.0,1647.2589147286822,61.04031007751938,84.06356589147285,376.73178294573637,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
982,9.0,534.0,738.0,1412.0,1703.4313031161469,58.08215297450426,135.62393767705382,403.5941926345608,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
983,9.0,540.0,802.0,4010.0,858.5361596009975,68.86708229426435,66.03865336658355,122.60473815461347,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
984,4.0,540.0,519.0,1138.0,1391.566783831283,55.912126537785596,43.55799648506151,287.95869947275924,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
985,4.0,543.0,676.0,1181.0,1628.480101608806,60.43691786621507,53.185436071126155,296.8238780694327,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
986,4.0,551.0,22.0,4356.0,600.0626721763085,43.76239669421488,40.192148760330575,148.0941230486685,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
987,11.0,537.0,196.0,3815.0,692.3326343381392,49.27051114023591,45.30956749672346,162.77614678899081,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
988,2.0,550.0,227.0,2265.0,659.7991169977926,51.47373068432672,47.62251655629139,136.69933774834436,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
989,7.0,542.0,704.0,1515.0,1483.1590759075907,64.9927392739274,80.26600660066006,386.84026402640256,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
990,6.0,545.0,487.0,1985.0,1486.672544080605,54.19697732997482,44.28211586901763,341.7884130982368,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
991,5.0,548.0,583.0,2884.0,730.7912621359224,57.95492371705964,47.232316227461865,132.32801664355065,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
992,2.0,546.0,765.0,671.0,1577.5603576751114,48.642324888226526,71.23994038748137,271.4187779433681,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
993,5.0,551.0,134.0,2997.0,709.9315982649316,55.51451451451453,40.508508508508505,165.37937937937937,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
994,4.0,556.0,175.0,3224.0,637.516129032258,50.65911910669976,47.13802729528536,146.57723325062034,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
995,5.0,549.0,729.0,1165.0,1795.6755364806866,64.20944206008583,65.46094420600858,425.1356223175966,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
996,5.0,554.0,897.0,3316.0,976.4143546441496,322.34258142340167,127.65168878166466,158.55518697225574,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
997,0.0,549.0,1.0,78.0,1206.1282051282049,33.871794871794876,58.71794871794872,204.5,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
998,3.0,553.0,312.0,1316.0,1495.756838905775,58.389817629179326,61.22948328267477,236.5942249240121,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
999,11.0,548.0,374.0,4162.0,771.8993272465161,61.178760211436824,109.62349831811629,135.19702066314272,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1000,8.0,552.0,530.0,2714.0,1588.5265291083276,60.14296241709653,46.714812085482684,291.35556374355195,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1001,9.0,551.0,616.0,3334.0,831.0536892621477,58.000299940012,73.69646070785844,135.35422915416916,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1002,9.0,548.0,551.0,1432.0,1529.842877094972,58.42248603351955,52.01466480446928,396.60265363128485,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1003,0.0,554.0,700.0,235.0,1414.931914893617,67.55744680851063,116.76170212765958,333.0851063829787,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1004,3.0,557.0,663.0,1456.0,850.478021978022,49.98282967032968,396.8619505494505,185.48695054945046,3,"(0.984313725490196, 0.5019607843137255, 0.4470588235294118, 1.0)",3
1005,0.0,554.0,880.0,126.0,1287.0079365079366,115.92063492063492,47.51587301587302,128.7698412698413,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1006,7.0,559.0,96.0,2548.0,1112.6762166405024,55.2688383045526,104.87166405023548,364.56083202511775,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1007,5.0,559.0,352.0,2441.0,1286.031954117165,58.271200327734526,58.178205653420726,217.6603850880787,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1009,10.0,559.0,206.0,6181.0,906.6939006633232,53.96926063743732,49.986248179906156,186.90131046756187,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1010,8.0,557.0,335.0,2865.0,1578.4132635253054,55.55322862129145,68.07190226876091,278.050959860384,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1011,7.0,557.0,476.0,1789.0,1548.3365008384576,59.71324762437116,52.19843487982113,324.0229178311906,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1012,7.0,555.0,865.0,1078.0,2015.4146567717999,78.00463821892394,53.004638218923944,313.79499072356214,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1013,8.0,560.0,73.0,3480.0,1159.364367816092,50.33994252873563,48.84971264367816,370.1287356321839,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1015,1.0,560.0,490.0,388.0,1453.7242268041236,62.52319587628865,48.7319587628866,260.8556701030928,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1016,4.0,566.0,828.0,2317.0,853.6681053085887,61.44756150194217,48.31981009926629,144.11955114372032,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1017,6.0,566.0,569.0,2987.0,859.73083361232,58.343153665885495,42.47204553063274,172.75929025778373,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1018,5.0,568.0,709.0,3847.0,825.8650896802702,51.372498050428895,57.36677930855211,96.30673251884585,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1019,9.0,563.0,505.0,4602.0,654.3752716210344,58.05671447196871,49.43959148196437,166.5399826162538,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1020,0.0,564.0,588.0,160.0,854.15625,84.1375,53.8375,140.68125,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1022,1.0,566.0,51.0,411.0,929.6666666666664,51.296836982968365,55.961070559610704,334.669099756691,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1023,1.0,569.0,642.0,542.0,853.7527675276754,56.70664206642066,44.37453874538745,205.5756457564576,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1024,7.0,569.0,409.0,2226.0,1405.5718778077267,52.502695417789745,76.57232704402516,294.9290206648697,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1025,1.0,569.0,478.0,382.0,1639.2670157068067,48.874345549738216,54.71989528795812,231.40314136125656,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1026,13.0,570.0,297.0,4849.0,775.7389152402558,53.64301917921221,59.23922458238812,185.00556815838317,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1027,9.0,571.0,885.0,5528.0,961.4764833574527,68.76881331403763,63.97015195369031,98.0416063675832,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1028,5.0,574.0,87.0,1830.0,1140.0956284153006,47.608196721311465,50.56775956284153,292.0202185792349,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1029,1.0,574.0,128.0,494.0,1005.8785425101213,48.84615384615386,47.41093117408907,274.7125506072874,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1030,4.0,575.0,317.0,1585.0,1582.9053627760254,55.92996845425868,68.74258675078865,224.215141955836,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1031,6.0,572.0,754.0,1537.0,1657.783344176968,67.93754066363044,55.01301236174366,377.590761223162,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1032,1.0,575.0,152.0,397.0,975.3501259445843,51.5088161209068,55.8287153652393,245.63224181360198,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1033,1.0,574.0,546.0,348.0,1652.6091954022988,67.88218390804597,41.339080459770116,264.4827586206896,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1034,7.0,568.0,242.0,1421.0,1498.945109078114,41.83532723434201,61.36664320900774,336.23997185080935,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1035,6.0,575.0,427.0,2889.0,1803.269297334718,57.039113880235384,71.50259605399792,320.1419176185531,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1036,2.0,578.0,790.0,1736.0,1000.8594470046083,74.69527649769586,52.758640552995395,198.27016129032262,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1037,7.0,576.0,378.0,4017.0,827.7682350012448,53.17724670151855,49.78914612895196,178.94423699278067,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1039,1.0,579.0,728.0,897.0,921.7603121516164,63.00445930880714,79.30323299888518,107.47714604236343,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1040,10.0,572.0,447.0,3564.0,1188.4144219977554,58.07491582491583,47.491021324354655,212.28872053872053,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1041,2.0,580.0,608.0,930.0,1403.7215053763439,46.29462365591397,91.53978494623655,236.16021505376344,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1042,1.0,579.0,657.0,461.0,1039.5097613882865,50.41431670281996,40.093275488069416,102.96312364425164,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1043,3.0,581.0,61.0,744.0,1466.338709677419,47.96639784946237,42.34139784946237,259.48252688172045,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1044,3.0,582.0,209.0,873.0,1543.0171821305842,54.69873997709049,59.19358533791524,356.24513172966783,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1045,8.0,582.0,585.0,4419.0,668.2410047522063,57.40936863543788,47.96809232858114,170.55374519121975,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1046,1.0,583.0,824.0,473.0,931.6025369978861,61.21775898520085,51.511627906976734,176.81395348837208,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1047,1.0,582.0,860.0,462.0,1528.9805194805194,69.82683982683983,265.3073593073593,269.93290043290045,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1048,3.0,583.0,246.0,1330.0,1461.6736842105265,50.70601503759399,48.090225563909776,337.99774436090223,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1049,5.0,585.0,340.0,2623.0,1288.8017537171181,55.63400686237133,60.23484559664506,208.75181090354562,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1050,1.0,583.0,109.0,421.0,872.0546318289786,45.85273159144893,36.66745843230404,229.45368171021374,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1052,10.0,580.0,538.0,2414.0,1641.3877381938696,62.42129246064623,49.74440762220381,418.17978458989234,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1053,0.0,583.0,749.0,57.0,941.0701754385964,55.70175438596491,49.75438596491228,136.9298245614035,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1054,5.0,587.0,225.0,2248.0,1038.6307829181494,49.20729537366547,49.804270462633454,238.15213523131672,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1055,2.0,586.0,272.0,996.0,1257.0271084337348,54.320281124497996,79.53915662650603,334.5210843373493,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1056,1.0,585.0,323.0,121.0,756.6859504132233,48.289256198347104,126.8181818181818,153.60330578512398,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1057,7.0,589.0,482.0,4083.0,1081.790840068577,58.60666176830762,62.75949057065882,194.8540289003184,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1058,4.0,587.0,526.0,1411.0,1695.690290574061,61.205527994330254,54.71438695960312,324.8327427356485,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1059,4.0,589.0,125.0,1647.0,915.2993321190042,42.48816029143897,48.91378263509411,233.58044930176084,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1060,4.0,588.0,770.0,1089.0,1439.4132231404956,55.39669421487604,40.50321395775941,257.831955922865,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1061,7.0,587.0,500.0,1376.0,1496.9084302325582,54.9360465116279,53.73764534883721,373.7478197674418,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1062,1.0,592.0,35.0,697.0,517.4002869440459,43.54806312769011,41.73314203730273,112.08034433285508,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1063,2.0,590.0,141.0,583.0,1145.9279588336192,55.3310463121784,56.939965694682684,251.96397941680956,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1064,7.0,588.0,153.0,2178.0,1132.091368227732,45.79706152433426,54.64095500459137,275.86914600550966,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1065,1.0,589.0,170.0,306.0,1475.888888888889,39.428104575163395,51.83006535947713,302.77777777777777,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1066,7.0,587.0,869.0,1440.0,1695.236111111111,76.74513888888889,134.79166666666666,366.20972222222224,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1067,7.0,589.0,94.0,1353.0,1404.8736141906872,43.202512934220245,56.99334811529933,350.45306725794535,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1068,3.0,594.0,306.0,1785.0,1529.5574229691877,58.05714285714286,55.07226890756303,310.47282913165265,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1069,2.0,594.0,430.0,1462.0,1726.0212038303696,57.161422708618325,46.18673050615594,251.78590971272232,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1070,2.0,593.0,595.0,544.0,1714.7316176470588,49.259191176470594,57.53860294117647,277.4411764705883,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1072,2.0,599.0,696.0,955.0,790.1717277486911,77.00209424083769,63.24712041884817,159.4785340314136,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1073,8.0,594.0,358.0,1396.0,1969.9656160458453,55.73352435530086,54.02936962750717,374.7113180515759,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1074,5.0,595.0,612.0,1164.0,1568.6778350515467,56.40893470790378,149.50859106529208,281.09793814433,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1075,6.0,594.0,202.0,1385.0,1420.082310469314,46.4014440433213,74.04332129963899,384.9913357400722,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1076,1.0,597.0,76.0,250.0,1311.5479999999998,35.56,102.568,324.264,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1077,3.0,599.0,326.0,1176.0,1494.9566326530612,54.21343537414965,52.161564625850346,314.6658163265306,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1078,6.0,601.0,376.0,2600.0,1422.8161538461538,61.69884615384616,51.09846153846154,225.8284615384616,1,"(1.0, 1.0, 0.7019607843137254, 1.0)",1
1079,9.0,595.0,107.0,1409.0,1405.2441447835345,48.10432931156849,60.993612491128474,420.17601135557135,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
1080,6.0,600.0,187.0,1067.0,1614.266166822868,50.348641049671976,52.26522961574508,327.5763823805061,4,"(0.5019607843137255, 0.6941176470588235, 0.8274509803921568, 1.0)",4
